Price,address,region,bds,ba,sqft 
"$149,900",769 Chestnut Dr,"Pinson, AL",3,2,"1,366 "
"$249,900",5820 Hummingbird Cir,"Pinson, AL",5,3,"2,675 "
"$219,900",5171 Yorkshire Dr,"Pinson, AL",3,2,"2,365 "
"$215,000",4454 Littleleaf Way,"Pinson, AL",4,4,"2,464 "
"$158,000",5226 Sterling Glen Dr,"Pinson, AL",3,3,"1,752 "
"$84,900",5091 Stonearbor Dr,"Pinson, AL",3,2,"1,178 "
"$249,000",6246 Eagle Ridge Cir,"Pinson, AL",4,3,"2,620 "
Price,address,region,bds,ba,sqft
"$123,456",37 Inland Dam Cabin #10,"Remlap, AL",2,2,"1,300 "
"$190,000",86 Red Valley Cir,"Remlap, AL",3,2,"1,980 "
"$120,000",188 Brent Cir,"Remlap, AL",4,2,"2,876 "
"$259,900",145 Tyler Rd,"Remlap, AL",4,3,"2,150 "
"$135,000",585 Sunhill Dr,"Remlap, AL",4,2,"1,903 "
"$254,900",89 Tyler Rd,"Remlap, AL",4,3,"2,700 "
"$250,000",840 Mountain Dr,"Remlap, AL",5,4,"2,795 "
"$343,500",2098 Red Valley Rd,"Remlap, AL",6,4,"5,452 "
"$219,900",115 Tyler Rd,"Remlap, AL",4,3,"1,626 "
"$58,000",127 Young Rd,"Remlap, AL",4,2,"2,000 "
"$199,900",5457 Red Valley Rd,"Remlap, AL",3,2,"1,284 "
"$369,000",1931 Red Valley Rd,"Remlap, AL",5,3,"2,927 "
"$24,900",Pine Heart Dr #0,"Remlap, AL",Null,Null,Null
"$69,000",5171 Tucker Mountain Rd,"Remlap, AL",1,1,992 
"$165,000",75 Oak Dr,"Remlap, AL",3,2,"1,928 "
"$29,000",680 Spunky Hollow Rd,"Remlap, AL",2,1,792 
"$59,900",3590 Spunky Hollow Rd,"Remlap, AL",3,2,"1,248 "
"$39,900",22858 State Highway 79,"Remlap, AL",3,1,912 
"$129,000",3603 Sand Valley Rd,"Remlap, AL",Null,Null,Null
"$129,000",3603 Sand Valley Rd #0,"Remlap, AL",Null,Null,Null
"$35,000",1 Sunhill Dr,"Remlap, AL",Null,Null,Null
"$208,000",Powell Rd #0,"Remlap, AL",Null,Null,Null
"$140,000",State Highway 75 #0,"Remlap, AL",Null,Null,Null
"$140,000",State Highway 75 #Lot 0,"Remlap, AL",Null,Null,Null
"$1,474,200",Tucker Mountain Rd #3,"Remlap, AL",Null,Null,Null
"$19,900",36 Red Valley Rd #39A,"Remlap, AL",Null,Null,Null
"$19,900",36 Red Valley Rd #39A,"Remlap, AL",Null,Null,Null
"$18,000",20 Oak Hill Dr #20,"Remlap, AL",Null,Null,Null
"$18,000",10 Oak Hill Dr #10,"Remlap, AL",Null,Null,Null
"$21,000",16 Oak Hill Dr #16,"Remlap, AL",Null,Null,Null
"$123,456",37 Inland Dam Cabin #10,"Remlap, AL",2,2,"1,300 "
"$190,000",86 Red Valley Cir,"Remlap, AL",3,2,"1,980 "
"$120,000",188 Brent Cir,"Remlap, AL",4,2,"2,876 "
"$259,900",145 Tyler Rd,"Remlap, AL",4,3,"2,150 "
"$135,000",585 Sunhill Dr,"Remlap, AL",4,2,"1,903 "
"$254,900",89 Tyler Rd,"Remlap, AL",4,3,"2,700 "
"$250,000",840 Mountain Dr,"Remlap, AL",5,4,"2,795 "
"$343,500",2098 Red Valley Rd,"Remlap, AL",6,4,"5,452 "
"$219,900",115 Tyler Rd,"Remlap, AL",4,3,"1,626 "
"$58,000",127 Young Rd,"Remlap, AL",4,2,"2,000 "
"$199,900",5457 Red Valley Rd,"Remlap, AL",3,2,"1,284 "
"$369,000",1931 Red Valley Rd,"Remlap, AL",5,3,"2,927 "
"$24,900",Pine Heart Dr #0,"Remlap, AL",Null,Null,Null
"$69,000",5171 Tucker Mountain Rd,"Remlap, AL",1,1,992 
"$165,000",75 Oak Dr,"Remlap, AL",3,2,"1,928 "
"$29,000",680 Spunky Hollow Rd,"Remlap, AL",2,1,792 
"$59,900",3590 Spunky Hollow Rd,"Remlap, AL",3,2,"1,248 "
"$39,900",22858 State Highway 79,"Remlap, AL",3,1,912 
"$129,000",3603 Sand Valley Rd,"Remlap, AL",Null,Null,Null
"$129,000",3603 Sand Valley Rd #0,"Remlap, AL",Null,Null,Null
"$35,000",1 Sunhill Dr,"Remlap, AL",Null,Null,Null
"$208,000",Powell Rd #0,"Remlap, AL",Null,Null,Null
"$140,000",State Highway 75 #0,"Remlap, AL",Null,Null,Null
"$140,000",State Highway 75 #Lot 0,"Remlap, AL",Null,Null,Null
"$1,474,200",Tucker Mountain Rd #3,"Remlap, AL",Null,Null,Null
"$19,900",36 Red Valley Rd #39A,"Remlap, AL",Null,Null,Null
"$19,900",36 Red Valley Rd #39A,"Remlap, AL",Null,Null,Null
"$18,000",20 Oak Hill Dr #20,"Remlap, AL",Null,Null,Null
"$18,000",10 Oak Hill Dr #10,"Remlap, AL",Null,Null,Null
"$21,000",16 Oak Hill Dr #16,"Remlap, AL",Null,Null,Null
Price,address,region,bds,ba,sqft
"$165,000",245 Wooden Trace Cir,"Springville, AL",3,2,"1,729 "
"$245,000",1085 Jones Chapel Loop,"Springville, AL",3,2,"1,498 "
"$135,900",20 Cliff Springs Rd,"Springville, AL",4,3,"1,952 "
"$364,900",114 Scenic Peak Rd,"Springville, AL",3,4,"2,772 "
"$279,900",4672 US Highway 11,"Springville, AL",3,2,"1,650 "
"$259,900",363 Asbury Way,"Odenville, AL",3,2,"1,680 "
"$249,900",140 Grayton St,"Springville, AL",3,3,"1,966 "
"$699,900",952 Inland Lake Rd,"Springville, AL",3,2,"2,704 "
"$217,800",520 Trellis Cir,"Springville, AL",4,4,"2,559 "
"$259,900",10 Dorthy Dr,"Springville, AL",4,3,"2,126 "
"$305,000",109 Heritage Ln,"Springville, AL",3,4,"3,225 "
"$40,000",Cliff Rd #Acreage,"Springville, AL",Null,Null,Null
"$399,722",210 Gray Fox Rd,"Springville, AL",5,5,"3,263 "
"$150,000",State Highway 174,"Springville, AL",Null,Null,Null
"$258,900",345 Braddock Rd W,"Springville, AL",4,3,"2,478 "
"$229,900",397 Blackberry Blvd,"Springville, AL",3,3,"2,170 "
"$359,900",80 Lawrence Dr,"Springville, AL",4,2,"2,421 "
"$384,900",336 Middle Ridge Dr,"Springville, AL",4,3,"2,760 "
"$975,000",554 Huff Ln,"Springville, AL",6,6,"8,157 "
"$125,000",1031 Pearl Lake Rd #Lot Lamont,"Springville, AL",Null,Null,Null
"$112,750",Crandall Dr,"Springville, AL",Null,Null,Null
"$315,000",40 White Oak Cir,"Springville, AL",3,2,"1,808 "
"$339,548",401 Ronny Ln,"Springville, AL",4,2,"2,853 "
"$495,900",5480 County Road 24 #24,"Springville, AL",3,2,"2,079 "
"$379,000",250 Gray Fox Rd,"Springville, AL",4,4,"3,097 "
"$24,900",Pine Heart Dr #0,"Remlap, AL",Null,Null,Null
"$235,900",45 Farm Ct,"Springville, AL",4,3,"2,220 "
"$165,000",Jones Chapel Loop Rd #1,"Springville, AL",Null,Null,Null
"$277,900+",Norwood 3 Car Garage Plan in Sweetwater,"Springville, AL",4,3.5,"2,714 "
"$40,000",Cliff Rd #Lot Acreage,"Springville, AL",Null,Null,Null
"$165,000",245 Wooden Trace Cir,"Springville, AL",3,2,"1,729 "
"$245,000",1085 Jones Chapel Loop,"Springville, AL",3,2,"1,498 "
"$135,900",20 Cliff Springs Rd,"Springville, AL",4,3,"1,952 "
"$364,900",114 Scenic Peak Rd,"Springville, AL",3,4,"2,772 "
"$279,900",4672 US Highway 11,"Springville, AL",3,2,"1,650 "
"$259,900",363 Asbury Way,"Odenville, AL",3,2,"1,680 "
"$249,900",140 Grayton St,"Springville, AL",3,3,"1,966 "
"$699,900",952 Inland Lake Rd,"Springville, AL",3,2,"2,704 "
"$217,800",520 Trellis Cir,"Springville, AL",4,4,"2,559 "
"$259,900",10 Dorthy Dr,"Springville, AL",4,3,"2,126 "
"$305,000",109 Heritage Ln,"Springville, AL",3,4,"3,225 "
"$40,000",Cliff Rd #Acreage,"Springville, AL",Null,Null,Null
"$399,722",210 Gray Fox Rd,"Springville, AL",5,5,"3,263 "
"$150,000",State Highway 174,"Springville, AL",Null,Null,Null
"$258,900",345 Braddock Rd W,"Springville, AL",4,3,"2,478 "
"$229,900",397 Blackberry Blvd,"Springville, AL",3,3,"2,170 "
"$359,900",80 Lawrence Dr,"Springville, AL",4,2,"2,421 "
"$384,900",336 Middle Ridge Dr,"Springville, AL",4,3,"2,760 "
"$975,000",554 Huff Ln,"Springville, AL",6,6,"8,157 "
"$125,000",1031 Pearl Lake Rd #Lot Lamont,"Springville, AL",Null,Null,Null
"$112,750",Crandall Dr,"Springville, AL",Null,Null,Null
"$315,000",40 White Oak Cir,"Springville, AL",3,2,"1,808 "
"$339,548",401 Ronny Ln,"Springville, AL",4,2,"2,853 "
"$495,900",5480 County Road 24 #24,"Springville, AL",3,2,"2,079 "
"$379,000",250 Gray Fox Rd,"Springville, AL",4,4,"3,097 "
"$24,900",Pine Heart Dr #0,"Remlap, AL",Null,Null,Null
"$235,900",45 Farm Ct,"Springville, AL",4,3,"2,220 "
"$165,000",Jones Chapel Loop Rd #1,"Springville, AL",Null,Null,Null
"$277,900+",Norwood 3 Car Garage Plan in Sweetwater,"Springville, AL",4,3.5,"2,714 "
"$40,000",Cliff Rd #Lot Acreage,"Springville, AL",Null,Null,Null
"$165,000",245 Wooden Trace Cir,"Springville, AL",3,2,"1,729 "
"$245,000",1085 Jones Chapel Loop,"Springville, AL",3,2,"1,498 "
"$135,900",20 Cliff Springs Rd,"Springville, AL",4,3,"1,952 "
"$364,900",114 Scenic Peak Rd,"Springville, AL",3,4,"2,772 "
"$279,900",4672 US Highway 11,"Springville, AL",3,2,"1,650 "
"$259,900",363 Asbury Way,"Odenville, AL",3,2,"1,680 "
"$249,900",140 Grayton St,"Springville, AL",3,3,"1,966 "
"$699,900",952 Inland Lake Rd,"Springville, AL",3,2,"2,704 "
"$217,800",520 Trellis Cir,"Springville, AL",4,4,"2,559 "
"$259,900",10 Dorthy Dr,"Springville, AL",4,3,"2,126 "
"$305,000",109 Heritage Ln,"Springville, AL",3,4,"3,225 "
"$40,000",Cliff Rd #Acreage,"Springville, AL",Null,Null,Null
"$399,722",210 Gray Fox Rd,"Springville, AL",5,5,"3,263 "
"$150,000",State Highway 174,"Springville, AL",Null,Null,Null
"$258,900",345 Braddock Rd W,"Springville, AL",4,3,"2,478 "
"$229,900",397 Blackberry Blvd,"Springville, AL",3,3,"2,170 "
"$359,900",80 Lawrence Dr,"Springville, AL",4,2,"2,421 "
"$384,900",336 Middle Ridge Dr,"Springville, AL",4,3,"2,760 "
"$975,000",554 Huff Ln,"Springville, AL",6,6,"8,157 "
"$125,000",1031 Pearl Lake Rd #Lot Lamont,"Springville, AL",Null,Null,Null
"$112,750",Crandall Dr,"Springville, AL",Null,Null,Null
"$315,000",40 White Oak Cir,"Springville, AL",3,2,"1,808 "
"$339,548",401 Ronny Ln,"Springville, AL",4,2,"2,853 "
"$495,900",5480 County Road 24 #24,"Springville, AL",3,2,"2,079 "
"$379,000",250 Gray Fox Rd,"Springville, AL",4,4,"3,097 "
"$24,900",Pine Heart Dr #0,"Remlap, AL",Null,Null,Null
"$235,900",45 Farm Ct,"Springville, AL",4,3,"2,220 "
"$165,000",Jones Chapel Loop Rd #1,"Springville, AL",Null,Null,Null
"$277,900+",Norwood 3 Car Garage Plan in Sweetwater,"Springville, AL",4,3.5,"2,714 "
"$40,000",Cliff Rd #Lot Acreage,"Springville, AL",Null,Null,Null
"$165,000",245 Wooden Trace Cir,"Springville, AL",3,2,"1,729 "
"$245,000",1085 Jones Chapel Loop,"Springville, AL",3,2,"1,498 "
"$135,900",20 Cliff Springs Rd,"Springville, AL",4,3,"1,952 "
"$364,900",114 Scenic Peak Rd,"Springville, AL",3,4,"2,772 "
"$279,900",4672 US Highway 11,"Springville, AL",3,2,"1,650 "
"$259,900",363 Asbury Way,"Odenville, AL",3,2,"1,680 "
"$249,900",140 Grayton St,"Springville, AL",3,3,"1,966 "
"$699,900",952 Inland Lake Rd,"Springville, AL",3,2,"2,704 "
"$217,800",520 Trellis Cir,"Springville, AL",4,4,"2,559 "
"$259,900",10 Dorthy Dr,"Springville, AL",4,3,"2,126 "
"$305,000",109 Heritage Ln,"Springville, AL",3,4,"3,225 "
"$40,000",Cliff Rd #Acreage,"Springville, AL",Null,Null,Null
"$399,722",210 Gray Fox Rd,"Springville, AL",5,5,"3,263 "
"$150,000",State Highway 174,"Springville, AL",Null,Null,Null
"$258,900",345 Braddock Rd W,"Springville, AL",4,3,"2,478 "
"$229,900",397 Blackberry Blvd,"Springville, AL",3,3,"2,170 "
"$359,900",80 Lawrence Dr,"Springville, AL",4,2,"2,421 "
"$384,900",336 Middle Ridge Dr,"Springville, AL",4,3,"2,760 "
"$975,000",554 Huff Ln,"Springville, AL",6,6,"8,157 "
"$125,000",1031 Pearl Lake Rd #Lot Lamont,"Springville, AL",Null,Null,Null
"$112,750",Crandall Dr,"Springville, AL",Null,Null,Null
"$315,000",40 White Oak Cir,"Springville, AL",3,2,"1,808 "
"$339,548",401 Ronny Ln,"Springville, AL",4,2,"2,853 "
"$495,900",5480 County Road 24 #24,"Springville, AL",3,2,"2,079 "
"$379,000",250 Gray Fox Rd,"Springville, AL",4,4,"3,097 "
"$24,900",Pine Heart Dr #0,"Remlap, AL",Null,Null,Null
"$235,900",45 Farm Ct,"Springville, AL",4,3,"2,220 "
"$165,000",Jones Chapel Loop Rd #1,"Springville, AL",Null,Null,Null
"$277,900+",Norwood 3 Car Garage Plan in Sweetwater,"Springville, AL",4,3.5,"2,714 "
"$40,000",Cliff Rd #Lot Acreage,"Springville, AL",Null,Null,Null
"$165,000",245 Wooden Trace Cir,"Springville, AL",3,2,"1,729 "
"$245,000",1085 Jones Chapel Loop,"Springville, AL",3,2,"1,498 "
"$135,900",20 Cliff Springs Rd,"Springville, AL",4,3,"1,952 "
"$364,900",114 Scenic Peak Rd,"Springville, AL",3,4,"2,772 "
"$279,900",4672 US Highway 11,"Springville, AL",3,2,"1,650 "
"$259,900",363 Asbury Way,"Odenville, AL",3,2,"1,680 "
"$249,900",140 Grayton St,"Springville, AL",3,3,"1,966 "
"$699,900",952 Inland Lake Rd,"Springville, AL",3,2,"2,704 "
"$217,800",520 Trellis Cir,"Springville, AL",4,4,"2,559 "
"$259,900",10 Dorthy Dr,"Springville, AL",4,3,"2,126 "
"$305,000",109 Heritage Ln,"Springville, AL",3,4,"3,225 "
"$40,000",Cliff Rd #Acreage,"Springville, AL",Null,Null,Null
"$399,722",210 Gray Fox Rd,"Springville, AL",5,5,"3,263 "
"$150,000",State Highway 174,"Springville, AL",Null,Null,Null
"$258,900",345 Braddock Rd W,"Springville, AL",4,3,"2,478 "
"$229,900",397 Blackberry Blvd,"Springville, AL",3,3,"2,170 "
"$359,900",80 Lawrence Dr,"Springville, AL",4,2,"2,421 "
"$384,900",336 Middle Ridge Dr,"Springville, AL",4,3,"2,760 "
"$975,000",554 Huff Ln,"Springville, AL",6,6,"8,157 "
"$125,000",1031 Pearl Lake Rd #Lot Lamont,"Springville, AL",Null,Null,Null
"$112,750",Crandall Dr,"Springville, AL",Null,Null,Null
"$315,000",40 White Oak Cir,"Springville, AL",3,2,"1,808 "
"$339,548",401 Ronny Ln,"Springville, AL",4,2,"2,853 "
"$495,900",5480 County Road 24 #24,"Springville, AL",3,2,"2,079 "
"$379,000",250 Gray Fox Rd,"Springville, AL",4,4,"3,097 "
"$24,900",Pine Heart Dr #0,"Remlap, AL",Null,Null,Null
"$235,900",45 Farm Ct,"Springville, AL",4,3,"2,220 "
"$165,000",Jones Chapel Loop Rd #1,"Springville, AL",Null,Null,Null
"$277,900+",Norwood 3 Car Garage Plan in Sweetwater,"Springville, AL",4,3.5,"2,714 "
"$40,000",Cliff Rd #Lot Acreage,"Springville, AL",Null,Null,Null
Price,address,region,bds,ba,sqft
"$130,000",2320 North St,"Trafford, AL",3,2,"1,492 "
"$80,000",Garrett Rd #20,"Warrior, AL",Null,Null,Null
"$16,500",9013 1st Ave #1,"Trafford, AL",Null,Null,Null
"$7,000",2400 Warrior Trafford Rd,"Trafford, AL",Null,Null,Null
"$16,500",9013 1st Ave #1,"Trafford, AL",Null,Null,Null
"$7,000",2400 Warrior Trafford Rd #Lot N/A,"Trafford, AL",Null,Null,Null
"$80,000",Garrett Rd #20,"Warrior, AL",Null,Null,Null
"$318,000",23777 State Highway 79,"Trafford, AL",4,4,"2,576 "
"$122,000",23455 Highway 79,"Trafford, AL",4,3,"2,201 "
"$79,900",3052 Smith Mill Rd,"Trafford, AL",3,Null,"1,372 "
"$7,500",429 Hagwood Cir #1,"Trafford, AL",Null,Null,Null
"$90,000",Trafford Co Line Rd #0,"Trafford, AL",Null,Null,Null
"$7,500",429 Hagwood Cir #1,"Trafford, AL",Null,Null,Null
"$157,000",25741 State Highway 79 #17.7,"Trafford, AL",Null,Null,Null
"$79,900",3052 Smith Mill Rd #1,"Trafford, AL",Null,Null,Null
"$157,000",25741 State Highway 79 #17.7,"Trafford, AL",Null,Null,Null
"$18,000",16 Reid Rd,"Trafford, AL",Null,Null,Null
"$132,000",124 Jennifer Dr #0,"Trafford, AL",Null,Null,Null
"$129,900",174 Blount Pkwy,"Trafford, AL",3,2,"1,056 "
Price,address,region,bds,ba,sqft
"$489,000",202 Brake St,"Warrior, AL",4,3,"3,054 "
"$125,000",490 Mann Dr #0,"Warrior, AL",Null,Null,Null
"$202,900",415 Sky Ln,"Warrior, AL",3,3,"2,692 "
"$135,000",9640 Ellis Rd,"Warrior, AL",3,2,"1,800 "
"$13,900",112 Beck Dr,"Warrior, AL",2,1,"1,254 "
"$47,900",509 Arkadelphia Rd #Lot NA,"Warrior, AL",Null,Null,Null
"$150,000",111 Marion St,"Warrior, AL",3,1,"1,384 "
"$2,850,000",9523 River Rd,"Warrior, AL",Studio,Null,"2,302 "
Contact For Estimate,9219 Radford Pl,"Warrior, AL",4,2,"2,098 "
Contact For Estimate,1227 Blackburn Dr,"Warrior, AL",4,2,Null
"$275,000",235 Baker St,"Warrior, AL",Null,Null,Null
"$275,000",235 Baker St #1,"Warrior, AL",Null,Null,Null
"$64,500",406 2nd St E,"Warrior, AL",3,1,843 
"$47,900",509 Arkadelphia Rd #NA,"Warrior, AL",Null,Null,Null
"$125,000",9942 Cooper Dr #0,"Warrior, AL",Null,Null,Null
"$14,500",303 Brake St #4,"Warrior, AL",Null,Null,Null
"$1,500,000",Highway 31 #0,"Warrior, AL",Null,Null,Null
"$14,500",303 Brake St #4,"Warrior, AL",Null,Null,Null
"$18,000",301 3rd St E #1,"Warrior, AL",Null,Null,Null
"$125,000",9942 Cooper Dr #0,"Warrior, AL",Null,Null,Null
"$7,950",404 4th St W #0,"Warrior, AL",Null,Null,Null
"$29,900",222 Selma St #0,"Warrior, AL",Null,Null,Null
"$214,900",2898 Corner Rd,"Warrior, AL",3,2,"1,625 "
"$137,000",222 N Oaks Dr,"Warrior, AL",3,2,"1,300 "
"$259,900",1461 Overlook Point,"Warrior, AL",4,3,"2,370 "
"$144,900",25 Moss Rock Cir,"Warrior, AL",3,2,"1,352 "
"$68,000",1980 Elvester Rd,"Warrior, AL",3,2,"1,056 "
"$254,900",1300 Mill Creek Rd,"Warrior, AL",3,4,"2,872 "
"$12,000",9583 Norgate Rd #4,"Warrior, AL",Null,Null,Null
"$129,000",210 Moss Rock Cir,"Warrior, AL",3,2,"1,272 "
"$489,000",202 Brake St,"Warrior, AL",4,3,"3,054 "
"$125,000",490 Mann Dr #0,"Warrior, AL",Null,Null,Null
"$202,900",415 Sky Ln,"Warrior, AL",3,3,"2,692 "
"$135,000",9640 Ellis Rd,"Warrior, AL",3,2,"1,800 "
"$13,900",112 Beck Dr,"Warrior, AL",2,1,"1,254 "
"$47,900",509 Arkadelphia Rd #Lot NA,"Warrior, AL",Null,Null,Null
"$150,000",111 Marion St,"Warrior, AL",3,1,"1,384 "
"$2,850,000",9523 River Rd,"Warrior, AL",Studio,Null,"2,302 "
Contact For Estimate,9219 Radford Pl,"Warrior, AL",4,2,"2,098 "
Contact For Estimate,1227 Blackburn Dr,"Warrior, AL",4,2,Null
"$275,000",235 Baker St,"Warrior, AL",Null,Null,Null
"$275,000",235 Baker St #1,"Warrior, AL",Null,Null,Null
"$64,500",406 2nd St E,"Warrior, AL",3,1,843 
"$47,900",509 Arkadelphia Rd #NA,"Warrior, AL",Null,Null,Null
"$125,000",9942 Cooper Dr #0,"Warrior, AL",Null,Null,Null
"$14,500",303 Brake St #4,"Warrior, AL",Null,Null,Null
"$1,500,000",Highway 31 #0,"Warrior, AL",Null,Null,Null
"$14,500",303 Brake St #4,"Warrior, AL",Null,Null,Null
"$18,000",301 3rd St E #1,"Warrior, AL",Null,Null,Null
"$125,000",9942 Cooper Dr #0,"Warrior, AL",Null,Null,Null
"$7,950",404 4th St W #0,"Warrior, AL",Null,Null,Null
"$29,900",222 Selma St #0,"Warrior, AL",Null,Null,Null
"$214,900",2898 Corner Rd,"Warrior, AL",3,2,"1,625 "
"$137,000",222 N Oaks Dr,"Warrior, AL",3,2,"1,300 "
"$259,900",1461 Overlook Point,"Warrior, AL",4,3,"2,370 "
"$144,900",25 Moss Rock Cir,"Warrior, AL",3,2,"1,352 "
"$68,000",1980 Elvester Rd,"Warrior, AL",3,2,"1,056 "
"$254,900",1300 Mill Creek Rd,"Warrior, AL",3,4,"2,872 "
"$12,000",9583 Norgate Rd #4,"Warrior, AL",Null,Null,Null
"$129,000",210 Moss Rock Cir,"Warrior, AL",3,2,"1,272 "
"$489,000",202 Brake St,"Warrior, AL",4,3,"3,054 "
"$125,000",490 Mann Dr #0,"Warrior, AL",Null,Null,Null
"$202,900",415 Sky Ln,"Warrior, AL",3,3,"2,692 "
"$135,000",9640 Ellis Rd,"Warrior, AL",3,2,"1,800 "
"$13,900",112 Beck Dr,"Warrior, AL",2,1,"1,254 "
"$47,900",509 Arkadelphia Rd #Lot NA,"Warrior, AL",Null,Null,Null
"$150,000",111 Marion St,"Warrior, AL",3,1,"1,384 "
"$2,850,000",9523 River Rd,"Warrior, AL",Studio,Null,"2,302 "
Contact For Estimate,9219 Radford Pl,"Warrior, AL",4,2,"2,098 "
Contact For Estimate,1227 Blackburn Dr,"Warrior, AL",4,2,Null
"$275,000",235 Baker St,"Warrior, AL",Null,Null,Null
"$275,000",235 Baker St #1,"Warrior, AL",Null,Null,Null
"$64,500",406 2nd St E,"Warrior, AL",3,1,843 
"$47,900",509 Arkadelphia Rd #NA,"Warrior, AL",Null,Null,Null
"$125,000",9942 Cooper Dr #0,"Warrior, AL",Null,Null,Null
"$14,500",303 Brake St #4,"Warrior, AL",Null,Null,Null
"$1,500,000",Highway 31 #0,"Warrior, AL",Null,Null,Null
"$14,500",303 Brake St #4,"Warrior, AL",Null,Null,Null
"$18,000",301 3rd St E #1,"Warrior, AL",Null,Null,Null
"$125,000",9942 Cooper Dr #0,"Warrior, AL",Null,Null,Null
"$7,950",404 4th St W #0,"Warrior, AL",Null,Null,Null
"$29,900",222 Selma St #0,"Warrior, AL",Null,Null,Null
"$214,900",2898 Corner Rd,"Warrior, AL",3,2,"1,625 "
"$137,000",222 N Oaks Dr,"Warrior, AL",3,2,"1,300 "
"$259,900",1461 Overlook Point,"Warrior, AL",4,3,"2,370 "
"$144,900",25 Moss Rock Cir,"Warrior, AL",3,2,"1,352 "
"$68,000",1980 Elvester Rd,"Warrior, AL",3,2,"1,056 "
"$254,900",1300 Mill Creek Rd,"Warrior, AL",3,4,"2,872 "
"$12,000",9583 Norgate Rd #4,"Warrior, AL",Null,Null,Null
"$129,000",210 Moss Rock Cir,"Warrior, AL",3,2,"1,272 "
Price,address,region,bds,ba,sqft
"$40,000",Main St #Lot N/A,"Altoona, AL",Null,Null,Null
"$40,000",Main St #N/A,"Altoona, AL",Null,Null,Null
"$150,000",85 Lee Ridge Dr,"Altoona, AL",3,2,"1,530 "
"$249,000",40459 State Highway 75,"Altoona, AL",3,2,"1,925 "
"$74,900",52 Larue Dr,"Altoona, AL",2,1,905 
"$399,900",991 Ridgeway Rd,"Altoona, AL",4,6,"4,289 "
"$139,000",588 Moore Rd,"Altoona, AL",3,2,"1,763 "
"$390,000",State Highway 75 #17,"Altoona, AL",Null,Null,Null
"$410,000",1080 Moore Rd,"Altoona, AL",4,5,"4,168 "
"$390,000",State Highway 75 #17,"Altoona, AL",Null,Null,Null
"$149,900",66 Lee Ridge Dr,"Altoona, AL",3,2,"1,380 "
"$153,900",140 Lee Ridge Dr,"Altoona, AL",3,2,"1,440 "
"$115,000",965 Steel Plant Lake Rd,"Altoona, AL",3,1,"1,596 "
"$329,000",244 Mount Carmel Rd,"Altoona, AL",3,3,"3,084 "
"$115,900",515 Pearman Rd,"Altoona, AL",2,1,"1,032 "
"$104,900",415 Hurst Cir,"Altoona, AL",3,2,"1,792 "
"$99,900",602 River Bend Rd,"Altoona, AL",4,2,"2,560 "
"$49,900",Payne Ln,"Altoona, AL",Null,Null,Null
"$90,000",1 Burton Loop Rd,"Altoona, AL",Null,Null,Null
"$49,900",565 Steel Plant Lake Rd,"Altoona, AL",Null,Null,Null
"$50,000",3211 Highway 179,"Altoona, AL",2,1,"1,011 "
"$378,000",Jackson Trl #140,"Altoona, AL",Null,Null,Null
"$85,553",2395 Vaughn Rd,"Altoona, AL",4,1,"1,568 "
"$25,000",4 Jackson Trl,"Altoona, AL",Null,Null,Null
"$165,240",Highway 179 #WP01,"Altoona, AL",Null,Null,Null
"$139,900",3225 US Highway 278 #0,"Altoona, AL",Null,Null,Null
"$378,000",Jackson Trl #140,"Altoona, AL",Null,Null,Null
Price,address,region,bds,ba,sqft
"$139,900",21 Whit Ln,"Boaz, AL",3,2,"1,354 "
"$144,000",1601 Bruce Rd,"Boaz, AL",3,2,"1,850 "
"$142,900",207 Oakland Ave,"Boaz, AL",3,2,"2,439 "
"$71,000",501 Cherokee St,"Boaz, AL",2,2,"2,123 "
"$128,800",517 Idlewild St,"Boaz, AL",4,2,"1,225 "
"$174,900",526 N Main St,"Boaz, AL",6,4,"3,450 "
"$167,500",307 Thomas Ave,"Boaz, AL",3,3,"2,273 "
Contact For Estimate,307 Copeland Dr,"Boaz, AL",4,2,"3,535 "
"$194,900",13965 State Highway 168,"Boaz, AL",4,3,"1,612 "
"$129,900",307 Reedy Cir,"Boaz, AL",3,2,"1,585 "
"$244,900",11491 State Highway 168,"Boaz, AL",4,3,"3,515 "
"$695,000",149 Lingerfelt Ln,"Boaz, AL",3,5,"5,059 "
"$154,900",45 Katie Todd Dr,"Boaz, AL",3,2,"1,739 "
Contact For Estimate,1426 Marvin Pearce Rd,"Boaz, AL",3,2,"1,216 "
"$79,900",106 Amberson St,"Boaz, AL",2,2,"1,320 "
"$114,900",503 Lumae Ave,"Boaz, AL",3,2,"1,340 "
"$299,300",522 Martin Rd,"Boaz, AL",4,4,"3,284 "
"$225,000",159 Kayla Cir,"Boaz, AL",3,2,"1,833 "
"$165,900",1144 James St,"Boaz, AL",3,2,"1,836 "
"$195,000",85 Ivey St,"Boaz, AL",3,2,"1,581 "
"$235,000",164 Kayla Cir,"Boaz, AL",3,2,"1,733 "
"$429,000",61 Ora St,"Boaz, AL",4,3,"3,860 "
"$69,900",509 Martin Ave,"Boaz, AL",2,1,848 
"$169,900",58 Jack St,"Boaz, AL",Null,Null,Null
"$179,900",225 S Church St,"Boaz, AL",3,2,"2,151 "
"$68,900",917 Stephens St,"Boaz, AL",3,2,"1,260 "
"$64,900",507 Sparks Ave,"Boaz, AL",3,1,"1,100 "
"$189,900",14 Ivey St,"Boaz, AL",3,3,"2,004 "
